Member_ID,First_Name,Last_Name,Gender,Age,Height,Weight,Hours_Sleep,Calories_Consumed,Exercise_Calories_Burned,Date
535041,Rori,Gosnay,F,78,5.3,129,10,764,680,03/05/2017
873967,Jeramey,Bradie,M,26,5.1,73,5,1702,892,02/20/2017
429776,Marlo,Waterstone,M,36,6.2,224,8,2307,521,04/14/2017
274933,Maryjane,Britee,F,45,7,100,10,1078,903,12/12/2017
970443,Agosto,Deverille,M,46,6.9,247,9,2111,830,10/28/2017
172500,Dorey,Bodycote,M,39,6.4,239,8,1732,905,11/22/2017
725757,Winnah,Adkin,F,77,6,104,7,2523,703,05/29/2017
311452,Dane,Astman,M,74,5.2,198,5,1279,781,07/18/2017
584145,Jimmie,Greatbank,M,23,6.8,91,8,2993,480,03/01/2017
871320,Lucie,Pakenham,F,71,6.5,194,9,328,429,03/26/2017
670287,Bab,Poluzzi,F,76,6.2,162,7,1588,572,02/15/2017
740786,Korrie,Elldred,F,81,6,174,8,1174,535,06/17/2017
701455,Stephannie,Jeffery,F,76,5.8,248,9,1793,611,05/25/2017
7853,Betsey,Leverentz,F,53,5.5,167,7,2717,415,02/28/2017
978104,Andee,Hryniewicz,F,99,7,228,8,1059,767,11/01/2017
996812,Lenette,Tooby,F,58,5.4,231,10,2205,569,11/18/2017
590765,Iosep,Lauxmann,M,31,6.8,190,7,2948,961,08/18/2017
172691,Alyosha,Athy,M,79,5.3,82,5,1475,813,10/10/2017
306627,Lebbie,Thornham,F,64,5.2,87,7,1906,756,06/28/2017
157665,Marcille,Ygoe,F,83,5.8,62,5,1533,285,11/28/2017
692084,Tess,Demkowicz,F,72,5.2,71,10,2792,825,09/18/2017
510483,Gracie,Luckings,F,20,5.3,99,5,2204,515,06/16/2017
286729,Curr,McQueen,M,63,5.4,115,6,2926,619,08/17/2017
342677,Hazlett,Flegg,M,42,6.9,94,8,896,346,03/19/2017
796390,Madelyn,Pringer,F,48,5.7,178,8,2299,943,03/28/2017
214364,Gerry,Bardey,F,78,6.3,200,10,826,249,01/19/2017
236712,Claiborn,O'Quin,M,66,5.7,80,6,2904,951,01/12/2017
321833,Zacharias,Wimpenny,M,54,5.7,213,9,2848,790,07/17/2017
976515,Tani,Dome,F,61,5.5,169,7,897,967,09/27/2017
27391,Berty,Shotboulte,M,53,5.8,209,7,1817,569,10/22/2017
718472,Bowie,Oldam,M,31,5.5,90,9,1471,261,09/17/2017
208248,Daisy,Bercher,F,81,7,231,7,2390,687,08/17/2017
712909,Lynde,Sambeck,F,54,5.9,98,9,2337,772,10/31/2017
781100,Charline,Pounds,F,39,5.6,195,5,2150,471,07/14/2017
516298,Albert,Borgnet,M,47,6.9,109,9,1271,236,12/23/2017
841300,Reidar,Trickey,M,67,6.6,205,6,324,958,03/12/2017
790207,Puff,Warder,M,64,5.1,195,8,1534,836,10/03/2017
576773,Claire,Clixby,F,42,5.1,125,9,474,491,11/01/2017
362476,Otha,Tomaello,F,40,5.5,87,7,788,743,08/19/2017
302290,Rafaello,Allabush,M,98,6.6,88,7,1632,495,11/23/2017
542481,Sergeant,Glanester,M,30,5.9,235,5,1215,402,04/04/2017
771690,Jenelle,Gersam,F,98,6.1,126,7,834,385,12/25/2017
649647,Mateo,Davidge,M,75,6.8,230,6,2767,284,08/07/2017
845210,Brandea,Westmarland,F,61,6.2,201,9,2140,894,02/24/2017
515870,Doti,Coch,F,68,5.8,100,6,1839,673,03/22/2017
861326,Jedidiah,Brabben,M,95,5.8,239,6,1003,782,05/24/2017
245128,Gilburt,O'Cahsedy,M,79,6.6,123,6,2742,449,05/17/2017
876284,Jarrid,Pelcheur,M,88,5.5,138,6,666,797,02/10/2017
790637,Simeon,Beddis,M,75,6.8,98,8,693,825,11/25/2017
107058,Anitra,Flux,F,24,5.1,178,8,1337,880,06/10/2017
631157,Ethan,Cattanach,M,86,5.7,78,10,1723,420,03/11/2017
758251,Harley,Figgen,M,97,5.9,206,9,1572,541,05/06/2017
599391,Donovan,Slay,M,27,6,73,5,944,343,04/24/2017
98151,Anastassia,Baxendale,F,57,6.3,124,9,1626,381,05/12/2017
905312,Joachim,Gulvin,M,20,5.5,152,10,2050,294,12/08/2017
412206,Gaile,Brouncker,M,37,6,202,7,436,852,02/24/2017
831511,Aidan,Lackeye,F,45,6.1,89,5,2231,403,07/11/2017
113260,Modesty,McKintosh,F,85,5.8,240,8,1749,979,09/15/2017
815386,Iosep,Kneath,M,67,6.5,195,6,365,414,04/08/2017
1848,Glynnis,Filippello,F,85,5.7,241,6,2033,623,01/19/2017
643982,Tamarah,Lansdowne,F,39,6.9,192,10,875,408,08/22/2017
101629,Tobin,Seefeldt,M,49,6.4,86,9,531,772,01/08/2017
626009,Kristo,Strover,M,20,6,221,10,1054,369,09/25/2017
148457,Lyman,Ripper,M,89,5.9,77,9,1995,498,12/14/2017
807390,Marina,Undrill,F,56,5,222,6,412,646,09/30/2017
106235,Alexandro,Chisnell,M,69,5.7,71,5,1619,484,11/19/2017
596139,Falkner,Le Teve,M,19,5.6,215,5,2252,905,12/26/2017
587919,Normand,Minett,M,90,6.5,205,5,2859,467,07/28/2017
767803,Sandra,Leate,F,64,6.1,89,8,2055,745,02/06/2017
256822,Jory,Heritege,M,23,6.1,125,8,2223,724,01/27/2017
613089,Charisse,Fuster,F,41,6.5,62,10,2907,841,04/10/2017
156776,Conn,Julien,M,35,6.9,84,5,2388,348,10/23/2017
376933,Jacklin,Deuss,F,85,5.9,80,9,758,557,08/21/2017
400981,Saree,Bowyer,F,94,5.7,203,10,979,450,10/07/2017
228622,Anabal,Quarlis,F,100,6.5,186,7,1142,213,05/08/2017
69767,Daphene,Buxey,F,29,6.8,144,6,691,835,03/02/2017
408501,Ettie,Shadfourth,F,37,5.1,156,9,704,492,10/06/2017
46725,Kassey,Gimeno,F,88,6.8,226,8,1947,625,11/01/2017
392341,Nananne,Claringbold,F,82,6.6,208,9,447,670,01/02/2017
861084,Rainer,Buick,M,51,6.3,250,8,1771,837,03/22/2017
730553,Penni,Wetherby,F,25,5.2,158,9,1438,709,12/05/2017
184124,Sheffy,Vassar,M,68,5.4,123,9,1604,488,04/24/2017
226409,Joe,Gullivent,M,71,5.1,166,7,1092,365,10/30/2017
168733,Vito,Anster,M,73,6.6,224,9,1331,426,05/26/2017
992482,Bastian,McKenna,M,68,6.6,77,8,2777,312,07/11/2017
712609,Townie,Josefsohn,M,83,6.9,73,6,1499,392,01/06/2017
90490,Ambros,Camelin,M,58,5.9,218,9,2478,817,04/26/2017
586875,Nerty,Evins,F,59,7,213,8,357,642,08/06/2017
929028,Baxy,Hughf,M,53,6.3,159,5,1690,364,01/26/2017
446961,Alric,Trumper,M,83,5.7,179,5,1173,803,09/02/2017
713167,Rodge,Martina,M,21,5.6,82,7,2183,435,09/26/2017
481383,Augustine,Dodsworth,M,43,6.4,162,9,1223,282,09/03/2017
543052,Faulkner,Pol,M,87,6.5,91,9,2661,750,07/11/2017
985286,Errol,Palay,M,86,6,62,6,1561,721,09/14/2017
117247,Alexandros,Richfield,M,71,5.8,86,7,469,477,07/04/2017
135022,Benni,Matthews,F,37,6.5,133,7,1697,576,10/14/2017
619603,Ferdie,O'Henery,M,88,6.4,223,10,1330,371,08/12/2017
214837,Ronny,Patifield,F,73,6.3,132,7,810,335,02/07/2017
908761,Hatti,Dubarry,F,54,7,160,9,1613,891,11/23/2017
144758,Alicea,Tilliards,F,32,6.6,247,7,959,925,02/16/2017
479246,Hope,Tomeo,F,42,6.5,138,6,2068,246,12/02/2017
653499,Aile,Packer,F,25,6.5,237,7,2053,655,04/28/2017
732748,Stanly,McCrachen,M,48,6.1,241,6,2473,620,04/21/2017
889859,Katey,Hyndman,F,46,6.7,199,7,2037,620,02/10/2017
123256,Berne,MacFall,M,18,5.5,232,8,1912,891,09/30/2017
297402,Torey,MacTrustey,M,25,6.8,247,6,2591,701,01/07/2017
407150,Mozes,Atwell,M,47,5.4,119,7,1847,559,11/23/2017
387283,Jolyn,MacGillacolm,F,28,5.9,171,6,2922,480,06/28/2017
339051,Glynn,Haquard,M,73,5.9,160,8,1345,287,04/24/2017
380793,Jenilee,Harpham,F,94,5.2,93,9,1486,671,11/21/2017
778637,Merci,Drewett,F,97,6.5,244,9,2517,783,06/03/2017
878198,Tammara,Myall,F,55,5.8,190,10,2432,493,08/02/2017
490629,Rafaellle,Leddie,M,92,6.5,177,7,2240,258,07/31/2017
202782,Rivkah,Moyne,F,23,5.6,161,9,557,431,02/06/2017
409837,Fabian,Cashin,M,25,6.5,179,6,2891,920,10/17/2017
992478,Ambrosio,Lugden,M,76,6.5,217,10,359,897,01/09/2017
975082,Byram,Filler,M,47,6.1,121,8,2262,293,06/17/2017
906864,Terence,Allabarton,M,45,5,250,6,1160,467,09/23/2017
2617,Saul,Von Welden,M,63,6.3,106,8,1760,699,07/16/2017
462296,Grady,Whyte,M,66,5.7,102,8,1104,588,04/20/2017
893108,Tremain,Trenchard,M,21,6.4,183,5,2976,400,08/08/2017
318579,Austin,Eliasson,F,58,6.8,160,10,1290,531,06/18/2017
711923,Ede,McLewd,F,22,6.6,134,5,2656,788,04/01/2017
728398,Ezri,Dorrington,M,52,6.7,85,7,1086,398,05/16/2017
564524,Ulrick,Castille,M,96,6.7,214,7,795,424,10/27/2017
11235,Humfrey,Sayles,M,73,5.5,224,8,456,521,09/29/2017
527900,Johny,McGirl,M,79,6.4,161,9,1163,309,05/19/2017
145674,Thea,Roelofsen,F,87,5.4,73,5,803,678,11/10/2017
294965,Hilliard,Stainland,M,96,5.1,217,5,635,407,04/02/2017
882015,Ase,Walkley,M,21,6,154,5,728,984,10/22/2017
599599,Fowler,Thom,M,78,6.9,158,7,2443,232,08/05/2017
19182,Abie,Scudamore,M,60,5.2,232,10,2791,769,03/27/2017
70750,Bernadine,Edgeller,F,49,5.4,198,5,2210,604,04/16/2017
823684,Delano,Quirke,M,87,5.1,179,8,364,843,05/20/2017
290492,Anya,Cumberlidge,F,29,6.3,215,9,1351,587,08/23/2017
521264,Reynard,Trees,M,35,5.4,218,10,1106,863,07/22/2017
951120,Eduardo,Hollyer,M,89,5.6,69,6,2328,770,12/02/2017
645993,Heywood,Oakenford,M,44,6.7,215,7,1924,717,05/22/2017
784243,Marshal,Kett,M,57,6.5,146,7,2301,492,09/14/2017
48270,Peter,Clayfield,M,99,6.4,97,7,653,774,01/31/2017
604640,Cairistiona,Jacquemot,F,90,5.2,166,10,2575,632,10/03/2017
602093,Hersh,Feitosa,M,68,6.9,241,7,1651,374,02/05/2017
436082,Amata,Follacaro,F,50,6.8,190,10,1355,381,07/28/2017
764593,Courtnay,Toller,F,64,6.8,87,7,936,942,07/12/2017
493580,Meridel,Fellenor,F,33,6,114,10,2891,962,06/17/2017
498327,Thedric,Josefsen,M,46,6.5,149,9,854,335,04/18/2017
384061,Elsy,Buttress,F,74,6.7,218,7,1382,234,11/27/2017
867311,Letta,Beadnell,F,99,6.8,175,9,2603,369,10/23/2017
555225,Desmund,Sheere,M,67,5.9,180,8,2053,543,02/20/2017
193756,Morley,Knotte,M,50,5.2,151,7,1260,271,03/08/2017
541606,Cherin,Tookill,F,73,6.3,177,5,2143,921,06/22/2017
307213,Vaughn,Skirlin,M,30,5.2,137,7,1441,903,12/27/2017
746897,Stanly,Bosquet,M,47,6.9,247,8,1127,757,09/13/2017
947,Barbey,Nowlan,F,64,5.2,73,5,1921,479,08/06/2017
224808,Cheri,Bromell,F,51,5.7,198,7,1355,643,10/14/2017
519294,Frannie,Tather,F,77,6.9,105,8,1002,743,11/18/2017
763345,Zarah,Hasser,F,42,5.3,139,7,1406,934,05/28/2017
623932,Broderic,Pietrusiak,M,87,5.7,208,5,1130,871,12/13/2017
16614,Ingra,Ysson,M,86,5.1,79,9,914,639,11/05/2017
542261,Peirce,Glasby,M,18,6.6,213,10,489,841,03/01/2017
786766,Charlean,Chattock,F,47,6.7,93,9,1757,391,11/19/2017
742675,Silvio,Hutcheson,M,34,6.5,139,8,2541,519,10/10/2017
128474,Winifred,Jefferies,F,21,5.6,232,5,1413,542,12/02/2017
286467,Darsey,Brotherhed,F,22,5.4,224,6,2699,949,04/25/2017
382129,Josephine,Dungee,F,35,6.9,185,10,737,455,05/08/2017
609986,Amalee,Wetherby,F,80,6.3,93,5,1413,757,05/10/2017
590601,Griffith,Ovell,M,62,5.7,92,10,378,405,10/07/2017
582772,Barb,Kalb,F,48,5.8,188,8,718,506,05/12/2017
779371,Jacquetta,Holyland,F,95,6,201,6,499,402,01/29/2017
508241,Geoff,Mackness,M,22,5.6,152,9,937,536,04/27/2017
443222,Dannel,Colborn,M,86,6.4,212,5,1915,889,06/16/2017
889067,Brooks,McAviy,M,56,6.5,217,10,2551,824,01/05/2017
583464,Jeanna,Bosdet,F,49,5.6,236,9,1443,682,06/29/2017
242939,Shara,D'Almeida,F,46,6.5,250,6,407,904,04/24/2017
549912,Celeste,Grigorio,F,97,6.1,163,8,1438,491,11/27/2017
871843,Dory,Haliburton,M,40,5.1,162,10,1859,951,05/15/2017
759894,Bendicty,Formby,M,43,5.8,246,7,660,739,07/30/2017
130534,Peggy,Spir,F,33,6.8,111,9,2236,354,02/09/2017
687264,Luella,Cardenas,F,42,5.9,164,10,1427,534,05/25/2017
395710,Louis,Eliasson,M,79,5.9,169,9,514,648,09/12/2017
824075,Renate,Pither,F,56,5.8,128,6,1386,882,08/13/2017
747440,Lane,Griggs,F,89,6.1,214,6,1327,416,07/07/2017
929942,Leoline,Ney,F,93,5.5,205,5,2992,494,09/16/2017
585005,Carmelia,Chiverton,F,81,5.3,165,9,1336,310,05/27/2017
101527,Perrine,Innott,F,21,5.2,163,8,1467,628,08/18/2017
752928,Stanleigh,Meneer,M,98,6.7,140,8,997,868,12/20/2017
336631,Dorine,Courteney,F,59,6.5,193,7,661,845,06/30/2017
281982,Wally,Cantillion,F,24,6.7,236,8,458,599,03/25/2017
1788,Sisile,Tenby,F,96,5.7,238,6,2676,798,09/30/2017
580364,Bruis,Peinton,M,24,5.1,192,10,1017,412,09/24/2017
840546,Cly,Auger,M,99,6.6,113,5,1059,601,11/18/2017
368746,Wileen,Betton,F,64,6.7,202,5,342,562,02/07/2017
521114,Angelle,Partener,F,76,6.9,83,7,2828,248,04/23/2017
34433,Amerigo,Sandercock,M,63,6.2,103,9,1445,707,06/10/2017
714187,Justin,Kubala,M,36,6.9,158,10,2627,803,12/23/2017
166723,Ninnetta,Brignell,F,25,5.9,183,9,802,894,11/19/2017
822035,Florrie,Jamieson,F,99,5.7,70,7,2215,276,11/10/2017
645927,Lavina,McNern,F,77,7,144,6,1288,564,06/04/2017
286197,Israel,Lensch,M,54,5.1,93,9,2489,887,07/13/2017
289302,Corey,Kik,M,31,5.5,215,9,1518,497,11/09/2017
865701,Garnette,Filimore,F,82,6.5,176,10,733,352,12/29/2017
522011,Oneida,Goodayle,F,61,6.2,144,9,2230,458,04/03/2017
780439,Madelon,Doumerque,F,21,5.7,188,10,1157,848,02/09/2017
874339,Bess,Bodill,F,87,5.2,202,10,1928,966,10/02/2017
99359,Chandra,Medley,F,19,6.3,173,9,300,254,08/08/2017
966084,Lemmie,Shoulder,M,74,5.3,240,5,1329,780,11/29/2017
877850,Auguste,Oldfield,F,95,5,93,8,587,761,07/28/2017
834803,Demetris,Purtell,M,61,5.8,123,6,1425,821,02/12/2017
733709,Sim,Spatari,M,88,6.8,144,7,2494,616,05/11/2017
446687,Carlee,Jon,F,49,6.6,71,5,2790,332,02/24/2017
435154,Koren,Sabates,F,77,6.5,230,10,2094,837,07/11/2017
685786,Flossie,Betteney,F,24,6.2,122,8,2831,480,12/14/2017
237269,Allis,Surgeoner,F,47,5.2,156,9,1448,674,12/07/2017
376462,Idette,Bater,F,77,6.2,86,9,958,541,05/07/2017
675879,Marilee,Bence,F,50,6.3,233,9,2509,838,01/16/2017
511669,Vikky,Calow,F,60,6.7,112,10,2225,396,09/26/2017
57281,Noelani,Gresswell,F,42,7,250,8,2551,817,11/13/2017
23487,Roberto,Colquit,M,60,6.3,203,7,1584,754,04/12/2017
173310,Waneta,Mapes,F,83,6.4,168,5,2710,679,08/25/2017
599287,Bjorn,Stern,M,42,6.9,127,9,959,841,05/04/2017
225636,Savina,Frankcombe,F,47,5.2,60,6,2340,273,11/23/2017
323627,Nikki,Wyles,M,36,6.9,122,5,1095,989,10/07/2017
520947,Ker,Volke,M,42,6.7,183,9,2199,436,04/25/2017
694985,Catrina,Rickeard,F,43,5.6,163,10,1604,889,04/03/2017
362127,Cari,Zeale,F,100,6.5,212,8,1754,864,06/20/2017
347218,Melania,Sanderson,F,97,5.8,205,7,1534,259,08/17/2017
311915,Coleman,Coy,M,58,6.8,164,8,1326,769,02/10/2017
209197,Augie,Barukh,M,32,6.7,135,7,1631,489,07/15/2017
104134,Zared,Towse,M,37,7,240,10,1681,208,03/21/2017
477337,Hillel,Bartlomiejczyk,M,41,5.3,186,10,2230,257,10/25/2017
409973,Susann,Corselles,F,96,5.2,126,5,3000,461,02/23/2017
597639,Druci,Moulster,F,48,5.4,234,10,1106,271,10/01/2017
161876,Lauritz,Cockaday,M,72,5,192,6,2657,506,05/01/2017
561225,Liam,Clapp,M,40,5.7,156,8,1993,635,01/15/2017
22770,Ingamar,Boldecke,M,99,5.2,246,6,2611,583,05/10/2017
642778,Jabez,Byard,M,90,5.1,148,10,1085,939,01/14/2017
291509,Norry,Marham,F,36,5.1,238,6,2736,373,12/14/2017
549246,Cord,MacCartan,M,91,5.5,202,8,2226,324,08/17/2017
370818,Hyacinthie,Caberas,F,89,6,102,7,483,337,12/12/2017
523202,Ibrahim,Sheach,M,90,6,101,8,2392,919,01/01/2017
958811,Neville,Cornock,M,91,5.6,181,9,2162,477,09/23/2017
725046,Annabella,Hallybone,F,97,5.5,118,9,319,276,05/04/2017
720094,Tonye,Shuker,F,45,6.8,226,8,2694,806,11/10/2017
881327,Edward,Lukovic,M,72,6.1,117,6,1957,494,12/11/2017
346104,Leyla,Harsent,F,73,6.8,153,10,2893,660,05/12/2017
65504,Perri,Metts,F,57,6.6,161,9,2977,906,11/14/2017
865901,Abbott,Northover,M,68,6.9,149,9,2056,426,04/17/2017
70759,Storm,Manning,F,57,6.5,105,10,548,518,10/21/2017
238258,Rasia,Bangham,F,64,6.3,242,7,921,367,08/04/2017
842694,Neddy,Philipsen,M,47,6.3,169,10,1114,678,08/14/2017
411233,Fabe,Cuphus,M,37,6.9,246,5,709,494,11/28/2017
410367,Ginnifer,Kinnett,F,78,5.4,151,10,1283,428,04/29/2017
358296,Neron,Medler,M,62,5.3,212,10,774,695,03/07/2017
413497,Mordecai,Fass,M,29,5.9,221,8,2406,936,03/25/2017
176644,Michell,Brummell,F,58,5.3,233,8,1010,736,05/06/2017
782090,Tab,Woloschin,M,80,6.8,173,8,1946,442,02/24/2017
961967,Pacorro,Deignan,M,47,6.1,239,9,2915,964,06/28/2017
762726,Edd,Maffucci,M,74,6.4,67,10,1612,429,08/20/2017
702257,Julie,Aasaf,M,32,5.7,99,5,2121,248,01/05/2017
796760,Kirsti,Watkinson,F,91,5.7,136,8,349,800,05/28/2017
198659,Dorolisa,Testin,F,82,5.2,128,6,2272,741,07/18/2017
397118,Leonelle,Foxton,F,63,5.4,162,10,2195,547,08/10/2017
128625,Leon,Swaile,M,32,6.5,162,6,1068,986,12/28/2017
431091,Paulie,Renoden,F,33,5.9,173,8,302,735,08/02/2017
201151,Mohandis,Fowler,M,95,6.8,192,10,2446,778,01/03/2017
896878,Derrek,Zellmer,M,85,5.9,245,7,615,314,09/28/2017
789333,Junina,Juszczyk,F,67,5.4,114,10,504,754,06/05/2017
720767,Cletis,Call,M,24,6.4,108,6,560,640,07/08/2017
829168,Fairfax,Ferrarotti,M,74,5.8,156,6,365,243,08/17/2017
734054,Alvin,Loveredge,M,54,6.9,183,10,1590,955,01/12/2017
655422,Davey,Dollin,M,19,6.4,161,6,1379,785,06/06/2017
132279,Connor,Yakubovics,M,18,5.4,81,8,1442,286,05/11/2017
501428,Bennie,Guiness,F,87,6.8,212,7,1718,469,08/30/2017
962605,See,Grayshon,M,77,6.1,107,7,2384,601,04/10/2017
710594,Udall,Jolland,M,88,6.6,190,9,321,231,11/24/2017
237605,Darla,Buckingham,F,92,6.2,247,8,2127,946,06/11/2017
507668,Ines,Sowte,F,89,6.1,222,5,1258,610,05/21/2017
733636,Carson,Quarmby,M,96,6.5,91,6,2186,823,08/23/2017
599425,Dorine,Elston,F,89,6,164,9,570,249,09/08/2017
365684,Lisha,Chown,F,89,5.8,108,10,2962,581,09/25/2017
442657,Delmar,Maraga,M,41,5.4,83,5,1681,535,09/21/2017
447022,Judye,Styan,F,74,5.3,167,7,2419,850,09/14/2017
143808,Ber,Kacheller,M,78,5.4,119,6,1689,768,02/10/2017
193748,Malchy,Swindley,M,54,6.9,184,10,1491,696,12/04/2017
730302,Inga,Gallgher,F,90,5.4,223,10,769,890,09/11/2017
616937,Abby,Balke,F,47,5.3,205,5,2525,582,01/02/2017
396671,Veda,Duding,F,49,6,84,10,463,614,04/27/2017
495511,Lorry,Chicchelli,M,57,6.5,158,5,742,314,03/07/2017
436973,Augustin,Brosenius,M,73,6.6,88,7,2060,780,07/18/2017
292448,Lorinda,Petrecz,F,31,5,140,8,1494,329,03/11/2017
534675,Weylin,Wicklin,M,99,5.5,78,9,922,242,10/03/2017
449861,Melita,Heitz,F,35,6.5,60,6,1412,387,10/14/2017
19229,Carmon,Rawlyns,F,81,6.4,201,8,697,907,11/16/2017
829607,Nolly,Summers,M,88,5.7,62,6,2018,939,03/04/2017
156073,Orin,Lembrick,M,40,5.3,114,5,1231,423,07/24/2017
623814,Marianna,Ireson,F,90,5.5,74,10,2993,617,09/06/2017
390411,Dusty,Coonihan,F,63,6.8,198,6,1995,547,12/11/2017
884360,Sayer,Eliassen,M,53,5,184,6,2651,703,03/03/2017
908892,Armand,McCoid,M,93,6.4,210,5,490,987,09/27/2017
363589,Gerard,Skilbeck,M,32,6.2,121,10,2840,533,09/04/2017
935387,Tanner,Alen,M,38,5.9,224,7,1835,336,06/03/2017
573093,Fawnia,Dibb,F,41,5.2,65,7,1678,532,07/02/2017
116812,Yancey,Bickley,M,95,6,104,6,2087,603,01/18/2017
204775,Torie,Dyett,F,24,6.2,164,9,1363,472,08/05/2017
98860,Othello,Dawney,M,92,5.7,174,9,1141,333,12/29/2017
554241,Anatol,Barten,M,66,5.6,136,5,509,900,08/18/2017
205784,Gabrielle,Burdis,F,39,6.8,133,9,673,977,11/27/2017
800284,Malissia,Mathou,F,97,6.6,187,7,2876,460,08/05/2017
1430,Dougie,Poley,M,22,5.1,153,10,2706,578,11/04/2017
72369,Biron,Quartley,M,59,5.8,68,7,2762,679,05/29/2017
804727,Kingsly,Inkles,M,41,6.1,78,7,2187,742,10/01/2017
605919,Giorgia,Riggey,F,96,6.1,75,10,308,976,01/23/2017
432861,Trix,Grzes,F,92,6.2,164,10,1404,323,01/28/2017
711229,Emlynn,Lamke,F,49,5.8,122,5,613,902,10/05/2017
2132,Chester,Quarrington,M,30,6.8,133,6,2293,343,12/22/2017
332554,Gloriane,Firbank,F,52,6.7,213,6,2228,634,07/16/2017
489334,Wait,Tynewell,M,34,6.9,168,5,357,552,03/11/2017
595707,Wanda,Teasdale,F,52,6.6,154,7,2166,888,05/27/2017
705018,Beau,Clewlow,M,66,6.4,130,8,2293,424,12/27/2017
440564,Elvira,Blennerhassett,F,86,6.1,74,7,1891,299,02/23/2017
638627,Stanwood,Eldritt,M,27,5.6,177,10,1738,347,03/02/2017
341045,Rodger,Lummasana,M,56,5.2,206,8,2066,535,06/14/2017
499953,Christian,Yeldham,M,28,5.6,80,6,1958,292,12/08/2017
612959,Guillema,Ivanyukov,F,41,6.8,190,6,2251,779,06/20/2017
148917,Fredrick,Chapple,M,70,5.7,202,5,1892,271,09/28/2017
940498,Ange,Agget,F,30,5.8,109,5,2918,357,05/27/2017
593973,Gun,Formby,M,85,6.2,185,6,788,346,03/02/2017
193534,Darbee,Tincey,M,64,5.4,65,9,549,897,08/10/2017
971622,Melisande,Girodias,F,70,6.4,174,9,1694,907,03/02/2017
762941,Chane,Thelwll,M,33,6.6,130,8,903,694,12/27/2017
678468,Teresa,Berkeley,F,84,6.1,136,5,2244,482,12/03/2017
589062,Waverly,Keynes,M,20,5.6,82,10,781,267,01/16/2017
528010,Allx,Valentin,F,33,5.7,65,8,2356,377,06/08/2017
10772,Berke,Savary,M,43,6.6,165,7,2092,915,03/05/2017
907684,Tuckie,Follis,M,99,6.1,78,7,2130,727,07/03/2017
289140,Liva,Streetfield,F,73,5.8,115,6,1007,263,11/24/2017
285037,Kira,Crabb,F,48,5.6,203,7,2735,514,12/06/2017
823264,Marylee,Swettenham,F,23,6.1,97,7,822,853,02/15/2017
962164,Edee,Drewitt,F,26,6.2,222,10,1979,239,09/29/2017
2879,Briano,Oxlade,M,91,7,109,5,303,692,12/26/2017
115405,Justinian,Ibbs,M,98,5.7,118,10,1112,443,10/13/2017
10086,Alexandr,Onele,M,19,5.6,218,5,2623,867,01/05/2017
512560,Kiersten,Redholls,F,76,5,175,5,2875,282,04/11/2017
664181,Patti,Aslet,F,96,5.6,153,9,582,576,11/17/2017
478012,Obadias,Coushe,M,37,5.7,121,9,1198,622,07/03/2017
965420,Denise,Delwater,F,62,5,154,8,547,743,07/01/2017
780961,Brant,Sucre,M,22,5.4,199,5,2332,908,06/04/2017
136501,Codie,Greenley,M,57,6.1,158,8,2257,341,03/19/2017
329044,Pet,Jarmyn,F,36,6.1,105,5,1965,857,06/29/2017
150118,Andre,Pervoe,M,70,6.2,153,9,600,514,07/04/2017
65127,Maximo,Gebbe,M,40,6.3,227,6,518,524,01/13/2017
989552,Tory,Hargrove,F,66,5.2,188,10,1245,810,11/17/2017
465328,Bobbi,Chancellor,F,77,6.7,90,10,611,520,02/27/2017
908929,Rhianon,Cutbush,F,80,5.9,203,6,1303,683,09/18/2017
423645,Ellwood,Ault,M,85,5.1,76,6,2565,986,04/01/2017
990126,Fayette,Jevons,F,71,6.2,82,10,2818,750,03/10/2017
123059,Crystal,Studdert,F,39,5.6,221,9,1265,813,01/06/2017
843966,Liz,Yearnsley,F,58,6.5,126,7,421,471,10/28/2017
725190,Sandra,Barbrick,F,22,5.1,173,7,499,954,11/05/2017
768051,Anson,Grelka,M,39,5.2,195,7,1282,328,06/14/2017
633495,Katrinka,Higgan,F,57,6.6,235,5,2459,273,01/09/2017
804100,Ichabod,Gooly,M,40,6.9,67,6,2064,902,11/28/2017
302362,Andriette,Blanpein,F,31,5.1,168,7,1231,387,05/08/2017
800198,Niki,Duiged,F,51,5.3,188,9,351,544,08/18/2017
72952,Bettine,Brackpool,F,65,6.7,94,5,802,963,12/12/2017
838657,Baryram,Basterfield,M,28,6.6,91,10,2312,566,04/23/2017
990819,Waverley,Joerning,M,78,5.2,227,5,1100,226,02/15/2017
93952,Skelly,Carley,M,69,6.1,63,9,1962,933,11/27/2017
271305,Cob,Leake,M,71,5.2,63,10,409,270,02/18/2017
612783,Chantalle,Comusso,F,32,6.9,237,6,766,616,05/08/2017
446204,Dorita,Crathorne,F,65,6.5,153,10,518,531,03/27/2017
504659,Sterling,Stanford,M,27,5.3,68,7,2078,881,12/14/2017
108792,Taddeo,Entwhistle,M,40,5.8,204,6,537,655,04/01/2017
417588,Beverie,Drayton,F,37,5.7,68,10,1263,854,10/31/2017
334633,Megan,Kettell,F,95,5.5,250,7,2845,241,02/11/2017
287297,Brennen,Bertolaccini,M,37,5.2,86,10,1225,623,03/20/2017
684043,Ricki,Aronson,M,27,6.8,222,10,1212,415,12/21/2017
691998,Cherish,Ruttgers,F,66,6.7,110,7,2396,296,03/29/2017
